Time,x,u,y,__zc_z1,__zc_z2
0,1,0,1,-0.5,0
0.02,1.02,0.0199987,1,-0.480001,0
0.04,1.04,0.0399893,1,-0.460011,0
0.06,1.06,0.059964,1,-0.440036,0
0.08,1.08,0.0799147,1,-0.420085,0
0.1,1.1,0.0998334,1,-0.400167,0
0.12,1.12,0.119712,1,-0.380288,0
0.14,1.14,0.139543,1,-0.360457,0
0.16,1.16,0.159318,1,-0.340682,0
0.18,1.18,0.17903,1,-0.32097,0
0.2,1.2,0.198669,1,-0.301331,0
0.22,1.22,0.21823,1,-0.28177,0
0.24,1.24,0.237703,1,-0.262297,0
0.26,1.26,0.257081,1,-0.242919,0
0.28,1.28,0.276356,1,-0.223644,0
0.3,1.3,0.29552,1,-0.20448,0
0.32,1.32,0.314567,1,-0.185433,0
0.34,1.34,0.333487,1,-0.166513,0
0.36,1.36,0.352274,1,-0.147726,0
0.38,1.38,0.37092,1,-0.12908,0
0.4,1.4,0.389418,1,-0.110582,0
0.42,1.42,0.40776,1,-0.0922395,0
0.44,1.44,0.425939,1,-0.0740605,0
0.46,1.46,0.443948,1,-0.0560519,0
0.48,1.48,0.461779,1,-0.0382208,0
0.5,1.5,0.479426,1,-0.0205745,0
0.52,1.52,0.49688,1,-0.00311986,0
0.523599,1.5236,0.5,1,1e-10,0
0.523599,1.5236,0.5,1,0,1
0.54,1.54,0.514136,1,0,1.01414
0.56,1.56,0.531186,1,0,1.03119
0.58,1.58,0.548024,1,0,1.04802
0.6,1.6,0.564642,1,0,1.06464
0.62,1.62,0.581035,1,0,1.08104
0.64,1.64,0.597195,1,0,1.0972
0.66,1.66,0.613117,1,0,1.11312
0.68,1.68,0.628793,1,0,1.12879
0.7,1.7,0.644218,1,0,1.14422
0.72,1.72,0.659385,1,0,1.15938
0.74,1.74,0.674288,1,0,1.17429
0.76,1.76,0.688921,1,0,1.18892
0.78,1.78,0.703279,1,0,1.20328
0.8,1.8,0.717356,1,0,1.21736
0.82,1.82,0.731146,1,0,1.23115
0.84,1.84,0.744643,1,0,1.24464
0.86,1.86,0.757843,1,0,1.25784
0.88,1.88,0.770739,1,0,1.27074
0.9,1.9,0.783327,1,0,1.28333
0.92,1.92,0.795602,1,0,1.2956
0.94,1.94,0.807558,1,0,1.30756
0.96,1.96,0.819192,1,0,1.31919
0.98,1.98,0.830497,1,0,1.3305
1,2,0.841471,1,0,1.34147
1.02,2.02,0.852108,1,0,1.35211
1.04,2.04,0.862404,1,0,1.3624
1.06,2.06,0.872355,1,0,1.37236
1.08,2.08,0.881958,1,0,1.38196
1.1,2.1,0.891207,1,0,1.39121
1.12,2.12,0.9001,1,0,1.4001
1.14,2.14,0.908633,1,0,1.40863
1.16,2.16,0.916803,1,0,1.4168
1.18,2.18,0.924606,1,0,1.42461
1.2,2.2,0.932039,1,0,1.43204
1.22,2.22,0.939099,1,0,1.4391
1.24,2.24,0.945784,1,0,1.44578
1.26,2.26,0.95209,1,0,1.45209
1.28,2.28,0.958016,1,0,1.45802
1.3,2.3,0.963558,1,0,1.46356
1.32,2.32,0.968715,1,0,1.46872
1.34,2.34,0.973485,1,0,1.47348
1.36,2.36,0.977865,1,0,1.47786
1.38,2.38,0.981854,1,0,1.48185
1.4,2.4,0.98545,1,0,1.48545
1.42,2.42,0.988652,1,0,1.48865
1.44,2.44,0.991458,1,0,1.49146
1.46,2.46,0.993868,1,0,1.49387
1.48,2.48,0.995881,1,0,1.49588
1.5,2.5,0.997495,1,0,1.49749
1.52,2.52,0.99871,1,0,1.49871
1.54,2.54,0.999526,1,0,1.49953
1.56,2.56,0.999942,1,0,1.49994
1.58,2.58,0.999958,1,0,1.49996
1.6,2.6,0.999574,1,0,1.49957
1.62,2.62,0.99879,1,0,1.49879
1.64,2.64,0.997606,1,0,1.49761
1.66,2.66,0.996024,1,0,1.49602
1.68,2.68,0.994043,1,0,1.49404
1.7,2.7,0.991665,1,0,1.49166
1.72,2.72,0.98889,1,0,1.48889
1.74,2.74,0.985719,1,0,1.48572
1.76,2.76,0.982154,1,0,1.48215
1.78,2.78,0.978197,1,0,1.4782
1.8,2.8,0.973848,1,0,1.47385
1.82,2.82,0.969109,1,0,1.46911
1.84,2.84,0.963983,1,0,1.46398
1.86,2.86,0.958471,1,0,1.45847
1.88,2.88,0.952576,1,0,1.45258
1.9,2.9,0.9463,1,0,1.4463
1.92,2.92,0.939645,1,0,1.43965
1.94,2.94,0.932615,1,0,1.43262
1.96,2.96,0.925212,1,0,1.42521
1.98,2.98,0.917438,1,0,1.41744
2,3,0.909297,1,0,1.4093
2.02,3.02,0.900793,1,0,1.40079
2.04,3.04,0.891929,1,0,1.39193
2.06,3.06,0.882707,1,0,1.38271
2.08,3.08,0.873133,1,0,1.37313
2.1,3.1,0.863209,1,0,1.36321
2.12,3.12,0.85294,1,0,1.35294
2.14,3.14,0.84233,1,0,1.34233
2.16,3.16,0.831383,1,0,1.33138
2.18,3.18,0.820104,1,0,1.3201
2.2,3.2,0.808496,1,0,1.3085
2.22,3.22,0.796565,1,0,1.29657
2.24,3.24,0.784316,1,0,1.28432
2.26,3.26,0.771753,1,0,1.27175
2.28,3.28,0.758881,1,0,1.25888
2.3,3.3,0.745705,1,0,1.24571
2.32,3.32,0.732231,1,0,1.23223
2.34,3.34,0.718465,1,0,1.21846
2.36,3.36,0.704411,1,0,1.20441
2.38,3.38,0.690075,1,0,1.19008
2.4,3.4,0.675463,1,0,1.17546
2.42,3.42,0.660581,1,0,1.16058
2.44,3.44,0.645435,1,0,1.14543
2.46,3.46,0.630031,1,0,1.13003
2.48,3.48,0.614374,1,0,1.11437
2.5,3.5,0.598472,1,0,1.09847
2.52,3.52,0.582331,1,0,1.08233
2.54,3.54,0.565956,1,0,1.06596
2.56,3.56,0.549355,1,0,1.04936
2.58,3.58,0.532535,1,0,1.03253
2.6,3.6,0.515501,1,0,1.0155
2.62,3.62,0.498262,1,-0,0.998262
2.64,3.64,0.480823,1,-0,0.980823
2.66,3.66,0.463191,1,-0,0.963191
2.68,3.68,0.445375,1,-0,0.945375
2.7,3.7,0.42738,1,-0,0.92738
2.72,3.72,0.409214,1,-0,0.909214
2.74,3.74,0.390885,1,-0,0.890885
2.76,3.76,0.372399,1,-0,0.872399
2.78,3.78,0.353764,1,-0,0.853764
2.8,3.8,0.334988,1,-0,0.834988
2.82,3.82,0.316078,1,-0,0.816078
2.84,3.84,0.297041,1,-0,0.797041
2.86,3.86,0.277886,1,-0,0.777886
2.88,3.88,0.258619,1,-0,0.758619
2.9,3.9,0.239249,1,-0,0.739249
2.92,3.92,0.219784,1,-0,0.719784
2.94,3.94,0.20023,1,-0,0.70023
2.96,3.96,0.180596,1,-0,0.680596
2.98,3.98,0.16089,1,-0,0.66089
3,4,0.14112,1,-0,0.64112
3.02,4.02,0.121293,1,-0,0.621293
3.04,4.04,0.101418,1,-0,0.601418
3.06,4.06,0.0815022,1,-0,0.581502
3.08,4.08,0.0615537,1,-0,0.561554
3.1,4.1,0.0415807,1,-0,0.541581
3.12,4.12,0.021591,1,-0,0.521591
3.14,4.14,0.00159265,1,-0,0.501593
3.16,4.16,-0.0184063,1,-0,0.481594
3.18,4.18,-0.0383979,1,-0,0.461602
3.2,4.2,-0.0583741,1,-0,0.441626
3.22,4.22,-0.078327,1,-0,0.421673
3.24,4.24,-0.0982486,1,-0,0.401751
3.26,4.26,-0.118131,1,-0,0.381869
3.28,4.28,-0.137966,1,-0,0.362034
3.3,4.3,-0.157746,1,-0,0.342254
3.32,4.32,-0.177462,1,-0,0.322538
3.34,4.34,-0.197108,1,-0,0.302892
3.36,4.36,-0.216675,1,-0,0.283325
3.38,4.38,-0.236155,1,-0,0.263845
3.4,4.4,-0.255541,1,-0,0.244459
3.42,4.42,-0.274825,1,-0,0.225175
3.44,4.44,-0.293998,1,-0,0.206002
3.46,4.46,-0.313054,1,-0,0.186946
3.48,4.48,-0.331985,1,-0,0.168015
3.5,4.5,-0.350783,1,-0,0.149217
3.52,4.52,-0.369441,1,-0,0.130559
3.54,4.54,-0.387951,1,-0,0.112049
3.56,4.56,-0.406306,1,-0,0.0936943
3.58,4.58,-0.424498,1,-0,0.075502
3.6,4.6,-0.44252,1,-0,0.0574796
3.62,4.62,-0.460366,1,-0,0.0396341
3.64,4.64,-0.478027,1,-0,0.0219728
3.66,4.66,-0.495497,1,-0,0.00450263
3.66519,4.66519,-0.5,1,-0,-8.88178e-16
3.66519,4.66519,-0.5,-1,-1,-0
3.68,4.65038,-0.512769,-1,-1.01277,-0
3.7,4.63038,-0.529836,-1,-1.02984,-0
3.72,4.61038,-0.546691,-1,-1.04669,-0
3.74,4.59038,-0.563327,-1,-1.06333,-0
3.76,4.57038,-0.579738,-1,-1.07974,-0
3.78,4.55038,-0.595917,-1,-1.09592,-0
3.8,4.53038,-0.611858,-1,-1.11186,-0
3.82,4.51038,-0.627554,-1,-1.12755,-0
3.84,4.49038,-0.642999,-1,-1.143,-0
3.86,4.47038,-0.658186,-1,-1.15819,-0
3.88,4.45038,-0.673111,-1,-1.17311,-0
3.9,4.43038,-0.687766,-1,-1.18777,-0
3.92,4.41038,-0.702146,-1,-1.20215,-0
3.94,4.39038,-0.716246,-1,-1.21625,-0
3.96,4.37038,-0.730058,-1,-1.23006,-0
3.98,4.35038,-0.743579,-1,-1.24358,-0
4,4.33038,-0.756802,-1,-1.2568,-0
4.02,4.31038,-0.769723,-1,-1.26972,-0
4.04,4.29038,-0.782336,-1,-1.28234,-0
4.06,4.27038,-0.794636,-1,-1.29464,-0
4.08,4.25038,-0.806618,-1,-1.30662,-0
4.1,4.23038,-0.818277,-1,-1.31828,-0
4.12,4.21038,-0.829609,-1,-1.32961,-0
4.14,4.19038,-0.840609,-1,-1.34061,-0
4.16,4.17038,-0.851273,-1,-1.35127,-0
4.18,4.15038,-0.861597,-1,-1.3616,-0
4.2,4.13038,-0.871576,-1,-1.37158,-0
4.22,4.11038,-0.881206,-1,-1.38121,-0
4.24,4.09038,-0.890484,-1,-1.39048,-0
4.26,4.07038,-0.899405,-1,-1.39941,-0
4.28,4.05038,-0.907967,-1,-1.40797,-0
4.3,4.03038,-0.916166,-1,-1.41617,-0
4.32,4.01038,-0.923998,-1,-1.424,-0
4.34,3.99038,-0.931461,-1,-1.43146,-0
4.36,3.97038,-0.938551,-1,-1.43855,-0
4.38,3.95038,-0.945266,-1,-1.44527,-0
4.4,3.93038,-0.951602,-1,-1.4516,-0
4.42,3.91038,-0.957558,-1,-1.45756,-0
4.44,3.89038,-0.963131,-1,-1.46313,-0
4.46,3.87038,-0.968319,-1,-1.46832,-0
4.48,3.85038,-0.973119,-1,-1.47312,-0
4.5,3.83038,-0.97753,-1,-1.47753,-0
4.52,3.81038,-0.98155,-1,-1.48155,-0
4.54,3.79038,-0.985178,-1,-1.48518,-0
4.56,3.77038,-0.988411,-1,-1.48841,-0
4.58,3.75038,-0.991249,-1,-1.49125,-0
4.6,3.73038,-0.993691,-1,-1.49369,-0
4.62,3.71038,-0.995735,-1,-1.49574,-0
4.64,3.69038,-0.997381,-1,-1.49738,-0
4.66,3.67038,-0.998628,-1,-1.49863,-0
4.68,3.65038,-0.999476,-1,-1.49948,-0
4.7,3.63038,-0.999923,-1,-1.49992,-0
4.72,3.61038,-0.999971,-1,-1.49997,-0
4.74,3.59038,-0.999619,-1,-1.49962,-0
4.76,3.57038,-0.998867,-1,-1.49887,-0
4.78,3.55038,-0.997715,-1,-1.49772,-0
4.8,3.53038,-0.996165,-1,-1.49616,-0
4.82,3.51038,-0.994216,-1,-1.49422,-0
4.84,3.49038,-0.991869,-1,-1.49187,-0
4.86,3.47038,-0.989125,-1,-1.48913,-0
4.88,3.45038,-0.985986,-1,-1.48599,-0
4.9,3.43038,-0.982453,-1,-1.48245,-0
4.92,3.41038,-0.978526,-1,-1.47853,-0
4.94,3.39038,-0.974208,-1,-1.47421,-0
4.96,3.37038,-0.969501,-1,-1.4695,-0
4.98,3.35038,-0.964405,-1,-1.46441,-0
5,3.33038,-0.958924,-1,-1.45892,-0
5.02,3.31038,-0.95306,-1,-1.45306,-0
5.04,3.29038,-0.946814,-1,-1.44681,-0
5.06,3.27038,-0.940189,-1,-1.44019,-0
5.08,3.25038,-0.933189,-1,-1.43319,-0
5.1,3.23038,-0.925815,-1,-1.42581,-0
5.12,3.21038,-0.91807,-1,-1.41807,-0
5.14,3.19038,-0.909959,-1,-1.40996,-0
5.16,3.17038,-0.901484,-1,-1.40148,-0
5.18,3.15038,-0.892648,-1,-1.39265,-0
5.2,3.13038,-0.883455,-1,-1.38345,-0
5.22,3.11038,-0.873908,-1,-1.37391,-0
5.24,3.09038,-0.864012,-1,-1.36401,-0
5.26,3.07038,-0.853771,-1,-1.35377,-0
5.28,3.05038,-0.843188,-1,-1.34319,-0
5.3,3.03038,-0.832267,-1,-1.33227,-0
5.32,3.01038,-0.821014,-1,-1.32101,-0
5.34,2.99038,-0.809433,-1,-1.30943,-0
5.36,2.97038,-0.797527,-1,-1.29753,-0
5.38,2.95038,-0.785303,-1,-1.2853,-0
5.4,2.93038,-0.772765,-1,-1.27276,-0
5.42,2.91038,-0.759917,-1,-1.25992,-0
5.44,2.89038,-0.746765,-1,-1.24677,-0
5.46,2.87038,-0.733315,-1,-1.23332,-0
5.48,2.85038,-0.719572,-1,-1.21957,-0
5.5,2.83038,-0.70554,-1,-1.20554,-0
5.52,2.81038,-0.691227,-1,-1.19123,-0
5.54,2.79038,-0.676637,-1,-1.17664,-0
5.56,2.77038,-0.661776,-1,-1.16178,-0
5.58,2.75038,-0.646651,-1,-1.14665,-0
5.6,2.73038,-0.631267,-1,-1.13127,-0
5.62,2.71038,-0.61563,-1,-1.11563,-0
5.64,2.69038,-0.599747,-1,-1.09975,-0
5.66,2.67038,-0.583625,-1,-1.08362,-0
5.68,2.65038,-0.567269,-1,-1.06727,-0
5.7,2.63038,-0.550686,-1,-1.05069,-0
5.72,2.61038,-0.533882,-1,-1.03388,-0
5.74,2.59038,-0.516865,-1,-1.01687,-0
5.76,2.57038,-0.499642,-1,-0.999642,0
5.78,2.55038,-0.482218,-1,-0.982218,0
5.8,2.53038,-0.464602,-1,-0.964602,0
5.82,2.51038,-0.4468,-1,-0.9468,0
5.84,2.49038,-0.428819,-1,-0.928819,0
5.86,2.47038,-0.410667,-1,-0.910667,0
5.88,2.45038,-0.39235,-1,-0.89235,0
5.9,2.43038,-0.373877,-1,-0.873877,0
5.92,2.41038,-0.355254,-1,-0.855254,0
5.94,2.39038,-0.336488,-1,-0.836488,0
5.96,2.37038,-0.317589,-1,-0.817589,0
5.98,2.35038,-0.298562,-1,-0.798562,0
6,2.33038,-0.279415,-1,-0.779415,0
6.02,2.31038,-0.260157,-1,-0.760157,0
6.04,2.29038,-0.240795,-1,-0.740795,0
6.06,2.27038,-0.221337,-1,-0.721337,0
6.08,2.25038,-0.20179,-1,-0.70179,0
6.1,2.23038,-0.182163,-1,-0.682163,0
6.12,2.21038,-0.162462,-1,-0.662462,0
6.14,2.19038,-0.142697,-1,-0.642697,0
6.16,2.17038,-0.122874,-1,-0.622874,0
6.18,2.15038,-0.103002,-1,-0.603002,0
6.2,2.13038,-0.0830894,-1,-0.583089,0
6.22,2.11038,-0.0631433,-1,-0.563143,0
6.24,2.09038,-0.0431719,-1,-0.543172,0
6.26,2.07038,-0.0231832,-1,-0.523183,0
6.28,2.05038,-0.0031853,-1,-0.503185,0
6.3,2.03038,0.0168139,-1,-0.483186,0
6.32,2.01038,0.0368064,-1,-0.463194,0
6.34,1.99038,0.0567841,-1,-0.443216,0
6.36,1.97038,0.0767392,-1,-0.423261,0
6.38,1.95038,0.0966635,-1,-0.403336,0
6.4,1.93038,0.116549,-1,-0.383451,0
6.42,1.91038,0.136388,-1,-0.363612,0
6.44,1.89038,0.156173,-1,-0.343827,0
6.46,1.87038,0.175895,-1,-0.324105,0
6.48,1.85038,0.195547,-1,-0.304453,0
6.5,1.83038,0.21512,-1,-0.28488,0
6.52,1.81038,0.234607,-1,-0.265393,0
6.54,1.79038,0.254001,-1,-0.245999,0
6.56,1.77038,0.273293,-1,-0.226707,0
6.58,1.75038,0.292476,-1,-0.207524,0
6.6,1.73038,0.311541,-1,-0.188459,0
6.62,1.71038,0.330482,-1,-0.169518,0
6.64,1.69038,0.349291,-1,-0.150709,0
6.66,1.67038,0.367961,-1,-0.132039,0
6.68,1.65038,0.386483,-1,-0.113517,0
6.7,1.63038,0.40485,-1,-0.0951501,0
6.72,1.61038,0.423055,-1,-0.0769446,0
6.74,1.59038,0.441092,-1,-0.0589083,0
6.76,1.57038,0.458951,-1,-0.0410485,0
6.78,1.55038,0.476628,-1,-0.0233723,0
6.8,1.53038,0.494113,-1,-0.00588665,0
6.80678,1.5236,0.5,-1,1.55431e-15,0
6.80678,1.5236,0.5,1,0,1
6.82,1.53681,0.511401,1,0,1.0114
6.84,1.55681,0.528485,1,0,1.02848
6.86,1.57681,0.545357,1,0,1.04536
6.88,1.59681,0.562011,1,0,1.06201
6.9,1.61681,0.57844,1,0,1.07844
6.92,1.63681,0.594638,1,0,1.09464
6.94,1.65681,0.610597,1,0,1.1106
6.96,1.67681,0.626313,1,0,1.12631
6.98,1.69681,0.641778,1,0,1.14178
7,1.71681,0.656987,1,0,1.15699
7.02,1.73681,0.671932,1,0,1.17193
7.04,1.75681,0.686609,1,0,1.18661
7.06,1.77681,0.701011,1,0,1.20101
7.08,1.79681,0.715133,1,0,1.21513
7.1,1.81681,0.728969,1,0,1.22897
7.12,1.83681,0.742513,1,0,1.24251
7.14,1.85681,0.75576,1,0,1.25576
7.16,1.87681,0.768705,1,0,1.26871
7.18,1.89681,0.781343,1,0,1.28134
7.2,1.91681,0.793668,1,0,1.29367
7.22,1.93681,0.805675,1,0,1.30568
7.24,1.95681,0.817361,1,0,1.31736
7.26,1.97681,0.828719,1,0,1.32872
7.28,1.99681,0.839746,1,0,1.33975
7.3,2.01681,0.850437,1,0,1.35044
7.32,2.03681,0.860787,1,0,1.36079
7.34,2.05681,0.870794,1,0,1.37079
7.36,2.07681,0.880452,1,0,1.38045
7.38,2.09681,0.889758,1,0,1.38976
7.4,2.11681,0.898708,1,0,1.39871
7.42,2.13681,0.907299,1,0,1.4073
7.44,2.15681,0.915526,1,0,1.41553
7.46,2.17681,0.923388,1,0,1.42339
7.48,2.19681,0.93088,1,0,1.43088
7.5,2.21681,0.938,1,0,1.438
7.52,2.23681,0.944745,1,0,1.44474
7.54,2.25681,0.951111,1,0,1.45111
7.56,2.27681,0.957098,1,0,1.4571
7.58,2.29681,0.962701,1,0,1.4627
7.6,2.31681,0.96792,1,0,1.46792
7.62,2.33681,0.972751,1,0,1.47275
7.64,2.35681,0.977193,1,0,1.47719
7.66,2.37681,0.981245,1,0,1.48124
7.68,2.39681,0.984903,1,0,1.4849
7.7,2.41681,0.988168,1,0,1.48817
7.72,2.43681,0.991038,1,0,1.49104
7.74,2.45681,0.993511,1,0,1.49351
7.76,2.47681,0.995587,1,0,1.49559
7.78,2.49681,0.997265,1,0,1.49726
7.8,2.51681,0.998543,1,0,1.49854
7.82,2.53681,0.999423,1,0,1.49942
7.84,2.55681,0.999902,1,0,1.4999
7.86,2.57681,0.999982,1,0,1.49998
7.88,2.59681,0.999662,1,0,1.49966
7.9,2.61681,0.998941,1,0,1.49894
7.92,2.63681,0.997822,1,0,1.49782
7.94,2.65681,0.996303,1,0,1.4963
7.96,2.67681,0.994385,1,0,1.49439
7.98,2.69681,0.99207,1,0,1.49207
8,2.71681,0.989358,1,0,1.48936
8.02,2.73681,0.986251,1,0,1.48625
8.04,2.75681,0.982748,1,0,1.48275
8.06,2.77681,0.978853,1,0,1.47885
8.08,2.79681,0.974566,1,0,1.47457
8.1,2.81681,0.96989,1,0,1.46989
8.12,2.83681,0.964825,1,0,1.46483
8.14,2.85681,0.959375,1,0,1.45937
8.16,2.87681,0.953541,1,0,1.45354
8.18,2.89681,0.947325,1,0,1.44733
8.2,2.91681,0.940731,1,0,1.44073
8.22,2.93681,0.93376,1,0,1.43376
8.24,2.95681,0.926416,1,0,1.42642
8.26,2.97681,0.918701,1,0,1.4187
8.28,2.99681,0.910618,1,0,1.41062
8.3,3.01681,0.902172,1,0,1.40217
8.32,3.03681,0.893364,1,0,1.39336
8.34,3.05681,0.8842,1,0,1.3842
8.36,3.07681,0.874681,1,0,1.37468
8.38,3.09681,0.864813,1,0,1.36481
8.4,3.11681,0.854599,1,0,1.3546
8.42,3.13681,0.844043,1,0,1.34404
8.44,3.15681,0.833149,1,0,1.33315
8.46,3.17681,0.821922,1,0,1.32192
8.48,3.19681,0.810367,1,0,1.31037
8.5,3.21681,0.798487,1,0,1.29849
8.52,3.23681,0.786288,1,0,1.28629
8.54,3.25681,0.773774,1,0,1.27377
8.56,3.27681,0.760951,1,0,1.26095
8.58,3.29681,0.747824,1,0,1.24782
8.6,3.31681,0.734397,1,0,1.2344
8.62,3.33681,0.720677,1,0,1.22068
8.64,3.35681,0.706668,1,0,1.20667
8.66,3.37681,0.692377,1,0,1.19238
8.68,3.39681,0.677809,1,0,1.17781
8.7,3.41681,0.662969,1,0,1.16297
8.72,3.43681,0.647865,1,0,1.14786
8.74,3.45681,0.632501,1,0,1.1325
8.76,3.47681,0.616884,1,0,1.11688
8.78,3.49681,0.601021,1,0,1.10102
8.8,3.51681,0.584917,1,0,1.08492
8.82,3.53681,0.568579,1,0,1.06858
8.84,3.55681,0.552014,1,0,1.05201
8.86,3.57681,0.535228,1,0,1.03523
8.88,3.59681,0.518228,1,0,1.01823
8.9,3.61681,0.501021,1,0,1.00102
8.92,3.63681,0.483613,1,-0,0.983613
8.94,3.65681,0.466012,1,-0,0.966012
8.96,3.67681,0.448224,1,-0,0.948224
8.98,3.69681,0.430257,1,-0,0.930257
9,3.71681,0.412118,1,-0,0.912118
9.02,3.73681,0.393815,1,-0,0.893815
9.04,3.75681,0.375353,1,-0,0.875353
9.06,3.77681,0.356742,1,-0,0.856742
9.08,3.79681,0.337988,1,-0,0.837988
9.1,3.81681,0.319098,1,-0,0.819098
9.12,3.83681,0.300081,1,-0,0.800081
9.14,3.85681,0.280944,1,-0,0.780944
9.16,3.87681,0.261695,1,-0,0.761695
9.18,3.89681,0.242341,1,-0,0.742341
9.2,3.91681,0.22289,1,-0,0.72289
9.22,3.93681,0.20335,1,-0,0.70335
9.24,3.95681,0.183728,1,-0,0.683728
9.26,3.97681,0.164033,1,-0,0.664033
9.28,3.99681,0.144273,1,-0,0.644273
9.3,4.01681,0.124454,1,-0,0.624454
9.32,4.03681,0.104586,1,-0,0.604586
9.34,4.05681,0.0846764,1,-0,0.584676
9.36,4.07681,0.0647327,1,-0,0.564733
9.38,4.09681,0.044763,1,-0,0.544763
9.4,4.11681,0.0247754,1,-0,0.524775
9.42,4.13681,0.00477794,1,-0,0.504778
9.44,4.15681,-0.0152215,1,-0,0.484779
9.46,4.17681,-0.0352148,1,-0,0.464785
9.48,4.19681,-0.055194,1,-0,0.444806
9.5,4.21681,-0.0751511,1,-0,0.424849
9.52,4.23681,-0.0950782,1,-0,0.404922
9.54,4.25681,-0.114967,1,-0,0.385033
9.56,4.27681,-0.13481,1,-0,0.36519
9.58,4.29681,-0.154599,1,-0,0.345401
9.6,4.31681,-0.174327,1,-0,0.325673
9.62,4.33681,-0.193984,1,-0,0.306016
9.64,4.35681,-0.213564,1,-0,0.286436
9.66,4.37681,-0.233059,1,-0,0.266941
9.68,4.39681,-0.25246,1,-0,0.24754
9.7,4.41681,-0.271761,1,-0,0.228239
9.72,4.43681,-0.290952,1,-0,0.209048
9.74,4.45681,-0.310028,1,-0,0.189972
9.76,4.47681,-0.328979,1,-0,0.171021
9.78,4.49681,-0.347799,1,-0,0.152201
9.8,4.51681,-0.366479,1,-0,0.133521
9.82,4.53681,-0.385013,1,-0,0.114987
9.84,4.55681,-0.403393,1,-0,0.0966069
9.86,4.57681,-0.421612,1,-0,0.0783883
9.88,4.59681,-0.439662,1,-0,0.0603382
9.9,4.61681,-0.457536,1,-0,0.0424641
9.92,4.63681,-0.475227,1,-0,0.024773
9.94,4.65681,-0.492728,1,-0,0.00727192
9.94838,4.66519,-0.5,1,-0,-2.22045e-15
9.94838,4.66519,-0.5,-1,-1,-0
9.96,4.65357,-0.510032,-1,-1.01003,-0
9.98,4.63357,-0.527132,-1,-1.02713,-0
10,4.61357,-0.544021,-1,-1.04402,-0
10,4.61357,-0.544021,-1,-1.04402,-0
